Date,rv5
20000425,0.0001316256371623
20000426,0.0001089856636541
20000427,0.0002774384052301
20000428,0.0001299124923278
20000501,0.0001192171102058
20000502,9.91372292465712e-05
20000503,0.0002299095140667
20000504,0.0001087473468961
20000505,0.0001255326590982
20000508,0.0001283479553708
20000509,0.000128416400215
20000510,0.0002494123397305
20000511,0.000155551457032
20000512,8.305148418709262e-05
20000515,7.957292439498875e-05
20000516,0.0002259343809298
20000517,0.0001852314255432
20000518,7.236881082353071e-05
20000519,0.0001916041223755
20000522,0.0003182190041566
20000523,0.0001726363496383
20000524,0.0003344093174621
20000525,0.0001826837270934
20000526,0.0001879033182308
20000530,0.0001542898212076
20000531,0.0001509505387406
20000601,9.778365519302464e-05
20000602,0.000132285560264
20000605,9.419892570239132e-05
20000606,6.622950571251297e-05
20000607,7.689562900708382e-05
20000608,6.280922855707873e-05
20000609,5.6517586332528504e-05
20000612,5.889081042651229e-05
20000613,7.746781321101611e-05
20000614,8.141587132864694e-05
20000615,8.08575946576349e-05
20000616,5.2140457671763246e-05
20000619,5.467257416657317e-05
20000620,9.053023014169176e-05
20000621,7.513579090148018e-05
20000622,9.360726744368008e-05
20000623,7.995721211562358e-05
20000626,7.051871147693091e-05
20000627,4.556493009649375e-05
20000628,6.691843003125714e-05
20000629,0.0001361158969744
20000630,6.453266099925789e-05
20000703,2.0302680842298365e-05
20000705,6.47087029197006e-05
20000706,5.840289216129674e-05
20000707,4.403902505947653e-05
20000710,3.882498544030484e-05
20000711,8.002529712252607e-05
20000712,5.6921835158408304e-05
20000713,3.425762142083692e-05
20000714,3.645746548618585e-05
20000717,2.5898582277625884e-05
20000718,4.3220258713595045e-05
20000719,5.172006331684917e-05
20000720,8.876239329031385e-05
20000721,4.341334428811852e-05
20000724,5.6534422676833405e-05
20000725,0.0001019447643309
20000726,9.39499681712866e-05
20000727,0.0001511729721341
20000728,0.0001596804413602
20000731,0.000103386061499
20000801,8.280718648114529e-05
20000802,7.809466320470418e-05
20000803,0.0001138060896308
20000804,7.501140946615284e-05
20000807,4.5186118966401994e-05
20000808,4.607185302483039e-05
20000809,5.429282860018926e-05
20000810,4.218478519881937e-05
20000811,6.14036020585412e-05
20000814,3.562854524391092e-05
20000815,3.4064377057083484e-05
20000816,3.75595424467543e-05
20000817,4.405446677267318e-05
20000818,3.177476655519478e-05
20000821,4.018555152102883e-05
20000822,3.6953573666294986e-05
20000823,3.611557032122757e-05
20000824,2.134445804345755e-05
20000825,2.2971246720625288e-05
20000828,3.438891454115302e-05
20000829,3.430878123402882e-05
20000830,2.503419971826959e-05
20000831,4.0602641589733674e-05
20000901,5.349298581556213e-05
20000905,3.478227327830076e-05
20000906,5.536373663050248e-05
20000907,4.2377161794497495e-05
20000908,4.643441747027098e-05
20000911,7.378778337263254e-05
20000912,5.1883258540990975e-05
20000913,9.286964089228206e-05
20000914,4.990042386054328e-05
20000915,5.213079835534181e-05
20000918,6.886968332721708e-05
20000919,9.64229540367358e-05
20000920,0.0001365886795802
20000921,0.0001245618620276
20000922,0.0001103493489468
20000925,6.862186110419959e-05
20000926,0.0001068587022121
20000927,0.0001336453346349
20000928,9.060482761398848e-05
20000929,0.0001235754951414
20001002,0.0001013077860425
20001003,8.494124760204698e-05
20001004,0.000170224486332
20001005,9.786884663128893e-05
20001006,0.0001663869843237
20001009,9.174724844216928e-05
20001010,0.0001657574001204
20001011,0.0003774588582918
20001012,0.0005491540157223
20001013,0.0001772883125308
20001016,9.356086966764446e-05
20001017,0.0001430716973777
20001018,0.0006798952242286
20001019,0.0002715556814141
20001020,9.540726292445988e-05
20001023,9.496273544739265e-05
20001024,0.0001250680109321
20001025,0.0002082508070561
20001026,0.0003004170634235
20001027,0.0002204329931446
20001030,0.0001288109139988
20001031,7.927380653565731e-05
20001101,0.0001059307898871
20001102,6.291527056242982e-05
20001103,6.44961921348745e-05
20001106,3.409337597597799e-05
20001107,4.905391321973969e-05
20001108,0.0001229781361195
20001109,0.0003408694918533
20001110,0.0001636993668655
20001113,0.0003840093477503
20001114,0.0001923971092937
20001115,0.0001344605732648
20001116,9.785902511477696e-05
20001117,0.0002659568628886
20001120,0.0001236257672384
20001121,0.0001344530330635
20001122,0.000241942877702
20001124,5.8023579665290096e-05
20001127,0.0002130253028215
20001128,0.0001357394761581
20001129,0.0001900034072221
20001130,0.0003508591217063
20001201,0.0001788747445102
20001204,0.0002041198678287
20001205,0.0001210394019124
20001206,0.0001819969238897
20001207,8.118435044537457e-05
20001208,0.0002059891826814
20001211,9.01911410638123e-05
20001212,6.641602145947293e-05
20001213,0.0001976866602856
20001214,0.0001428541222562
20001215,0.0001859414194837
20001218,0.0001576983823166
20001219,0.0003292947345301
20001220,0.0005228983876896
20001221,0.0002377442127553
20001222,0.0001408459411315
20001226,8.090036335887778e-05
20001227,8.913514745078115e-05
20001228,5.946545523431384e-05
20001229,9.132297390155042e-05
20010102,0.0002025074605702
20010103,0.0010025605875965
20010104,0.0001590032346799
20010105,0.0002441846913896
20010108,8.250769975428115e-05
20010109,0.0001581343843065
20010110,0.000185856703483
20010111,9.414525319827444e-05
20010112,0.0001148051612152
20010116,8.160652699565064e-05
20010117,0.0001648437093642
20010118,8.950137119019891e-05
20010119,0.0001055397607495
20010122,9.561400748479898e-05
20010123,6.934829130299566e-05
20010124,8.264441530102957e-05
20010125,7.15478131283813e-05
20010126,7.321177458825832e-05
20010129,4.383400002166497e-05
20010130,5.563186720000525e-05
20010131,0.0001119745841545
20010201,7.311597234418726e-05
20010202,6.905174827333563e-05
20010205,5.2184181553495904e-05
20010206,4.395561838183415e-05
20010207,9.425221956900429e-05
20010208,5.716547563503504e-05
20010209,6.051344011208437e-05
20010212,6.810633279429584e-05
20010213,7.256848429986134e-05
20010214,8.489989242181744e-05
20010215,7.549164779185969e-05
20010216,7.80801079727156e-05
20010220,8.074159521880898e-05
20010221,0.0001273320421962
20010222,0.0003503102760777
20010223,0.0003247335862966
20010226,0.000127617946369
20010227,8.224892617351495e-05
20010228,0.0002163029960181
20010301,0.0002695193595089
20010302,0.0002880707728759
20010305,7.931932828567259e-05
20010306,0.0001488791956324
20010307,0.0001302025377479
20010309,0.0002070491734493
20010312,0.0003148929549329
20010313,0.0002510607740014
20010314,0.0009074504821714
20010315,0.00016273457532
20010316,0.0002217513771187
20010319,0.0001273375889094
20010320,0.0002764129966602
20010322,0.0005579422574456
20010323,0.0002886908107359
20010326,0.0001999489282121
20010327,0.000125629475114
20010328,0.0002938711832787
20010329,0.0002432957412193
20010330,0.0002361010377925
20010402,1.5290075523503705e-05
20010403,0.0002700651923001
20010404,0.0003654046370052
20010405,0.0002829074451666
20010406,0.0004080744159795
20010409,0.0001503627473248
20010410,0.0001567111782053
20010411,0.0001704304331304
20010412,0.0001644532368943
20010416,0.000120221701701
20010417,0.0001767609789441
20010418,0.0001055603928467
20010419,9.781374208542527e-05
20010420,0.0001058027043149
20010423,7.293887417508654e-05
20010424,9.830016790979458e-05
20010425,0.0001151308263879
20010426,8.864068814404662e-05
20010427,0.0001009159255455
20010430,7.946564023545505e-05
20010501,9.515924424375305e-05
20010502,0.0001059746139871
20010503,0.0001235184687242
20010504,0.0001713964884758
20010507,8.536133796435614e-05
20010508,6.830157905318354e-05
20010509,0.0001249418424349
20010510,0.0001182093000069
20010511,7.713322193798529e-05
20010514,3.7018633952664016e-05
20010515,9.626805759908012e-05
20010516,0.000103680911323
20010517,9.206229586524252e-05
20010518,5.320016907436719e-05
20010521,6.304357936980922e-05
20010522,6.520363796866236e-05
20010523,7.470725717205676e-05
20010524,7.128158581524738e-05
20010525,4.686112946199603e-05
20010529,5.367138731700513e-05
20010530,7.341238586808475e-05
20010531,7.171268658626134e-05
20010601,7.711993966227496e-05
20010604,4.589455195552663e-05
20010605,5.761971755093124e-05
20010606,8.265588191562793e-05
20010607,6.236014669756163e-05
20010608,4.426134784234784e-05
20010611,3.870036639566423e-05
20010612,0.0001139465332999
20010613,5.1206810819661735e-05
20010614,8.76750250188515e-05
20010615,0.0001702479120099
20010618,8.151360952535498e-05
20010619,0.0002115646219469
20010620,9.18969241922454e-05
20010621,8.2946606662866e-05
20010622,6.778704643577898e-05
20010625,6.085858056339573e-05
20010626,0.0001089761748901
20010627,0.0001028237243174
20010628,0.0001092619294212
20010629,5.419071522051549e-05
20010702,4.7539194091227147e-05
20010703,2.1163732806599544e-05
20010705,5.377794535589186e-05
20010706,0.0001111992555987
20010709,5.332170494944184e-05
20010710,7.745714162222558e-05
20010711,0.0001343753505315
20010712,5.324896444012902e-05
20010713,5.716247494240801e-05
20010716,7.084547708644066e-05
20010717,7.712642537144366e-05
20010718,9.360958912078616e-05
20010719,0.0001203538614944
20010720,5.072468502055109e-05
20010723,9.240911895888813e-05
20010724,0.000113046395235
20010725,0.0001056766424989
20010726,7.37304635177461e-05
20010727,5.626544428962479e-05
20010730,5.335444078441812e-05
20010731,5.405787070281612e-05
20010801,5.146248489359718e-05
20010802,5.1195725668325994e-05
20010803,7.94800673932887e-05
20010806,3.942509412714668e-05
20010807,4.145369786309026e-05
20010808,8.220699489398238e-05
20010809,9.788873765848796e-05
20010810,0.0001115366549104
20010813,4.59342924756622e-05
20010814,6.080787182992277e-05
20010815,6.969167519141322e-05
20010816,0.0001090202740914
20010817,9.4698826551989e-05
20010820,4.1586998101478214e-05
20010821,9.336748757024032e-06
20010822,3.272204056004556e-05
20010823,3.553326915557554e-05
20010824,7.855329736267675e-05
20010827,4.561134993220639e-05
20010828,7.818597998741011e-05
20010829,8.227850280491705e-05
20010830,0.0001444948350818
20010831,0.0001244072077175
20010904,0.0001453815275434
20010905,0.0002451765836829
20010906,0.0002618488746431
20010907,0.0002654801689236
20010910,5.57172730285613e-05
20010917,0.0005229340144878
20010918,9.91792209220727e-05
20010919,0.0004292782195035
20010920,0.0004561134793446
20010921,0.0011105222314077
20010924,0.0005678635639158
20010925,0.0001765272243489
20010926,0.0001278619890561
20010927,0.0001827770419233
20010928,0.0001869857147414
20011001,0.0001211076001711
20011002,0.0001200123963748
20011003,0.0002278262956886
20011004,0.0001954589743126
20011005,0.0001928831130936
20011009,9.180699496436615e-05
20011010,0.000119761846171
20011011,0.0001572150867875
20011012,0.0003450683292281
20011015,0.0001050607569039
20011016,0.0001122016049692
20011017,0.0002456358379773
20011018,0.0001203901254765
20011019,7.541544579667912e-05
20011022,8.43902066931053e-05
20011023,0.000128867906369
20011024,1.1033779704875276e-05
20011025,0.0002826389403927
20011026,0.0001370433282158
20011029,0.000130658720569
20011030,0.0001680303402081
20011031,0.0001543279241508
20011101,0.0001963880661212
20011102,0.0001337643386416
20011105,0.0001370050709212
20011106,0.0001310845600633
20011107,6.404922294178799e-05
20011108,0.0001436996659274
20011109,0.0001248209515325
20011112,0.0003348626388402
20011113,0.0001164435586375
20011114,5.248976124562373e-05
20011115,8.43015804174104e-05
20011116,7.646024554671441e-05
20011119,5.213162820681353e-05
20011120,6.441498238712838e-05
20011121,6.327633459503554e-05
20011123,1.9722376742451633e-05
20011126,5.4597660906308473e-05
20011127,0.0001543212390587
20011128,0.0001216696122292
20011129,8.543519438480068e-05
20011130,4.7318663546514816e-05
20011203,0.0001024297644032
20011204,4.270014309364521e-05
20011205,8.988915929286441e-05
20011206,5.48022213268439e-05
20011207,7.71985998229049e-05
20011210,6.118531044583167e-05
20011211,6.12648167072361e-05
20011212,8.602766799325477e-05
20011213,0.0001191896476224
20011214,7.980330126318998e-05
20011217,5.305808015433239e-05
20011218,6.769444423141136e-05
20011219,7.872828256260058e-05
20011220,3.898011203047849e-05
20011221,5.007618774991582e-05
20011224,6.587094905676898e-06
20011226,4.130794372046466e-05
20011227,2.357638587072662e-05
20011228,3.180941299063791e-05
20011231,3.799326224846515e-05
20020102,9.33833064710352e-05
20020103,4.670950839965905e-05
20020104,9.469843181717716e-05
20020107,4.295210973990568e-05
20020108,5.4733439439512576e-05
20020109,9.014298551502242e-05
20020110,4.947279892174195e-05
20020111,5.9545251589877085e-05
20020114,3.62087296009082e-05
20020115,6.173521052876809e-05
20020116,7.786696174393993e-05
20020117,3.508353233487333e-05
20020118,2.858038116474844e-05
20020122,5.843415484103622e-05
20020123,5.5925446433988665e-05
20020124,5.400898186540214e-05
20020125,4.916176547091207e-05
20020128,9.896673179903288e-06
20020129,0.0001087176930036
20020130,0.0002951028976997
20020131,7.911385191212376e-05
20020201,3.078539192787491e-05
20020204,0.000104466401518
20020205,0.000185489298143
20020206,0.0001652027516478
20020207,0.0001286687591135
20020208,0.0001049782212055
20020211,4.467262834306395e-05
20020212,6.337841600578166e-05
20020213,6.71663600016815e-05
20020214,6.699988296873433e-05
20020215,8.174779082686352e-05
20020219,0.0001093916677816
20020220,0.0001032630604089
20020221,0.0001140978100335
20020222,0.0001540722027159
20020225,7.726597020979529e-05
20020226,0.0001138810969438
20020227,0.0001167241773429
20020228,0.0001008436749936
20020301,9.197003587348982e-05
20020304,7.728941127346549e-05
20020305,0.0001125229033134
20020306,6.19285780002931e-05
20020307,0.0001044998631818
20020308,0.0001123541015974
20020311,4.017360701883479e-05
20020312,0.0001847647071224
20020313,6.0953874738693417e-05
20020314,3.0838260335730416e-05
20020315,4.649643315337788e-05
20020318,5.090513704603174e-05
20020319,5.804352024756059e-05
20020320,8.40242765698662e-05
20020321,6.187896651522893e-05
20020322,6.288085736370996e-05
20020325,4.709562757526542e-05
20020326,8.660019964700115e-05
20020327,4.577769826364063e-05
20020328,4.599629926295467e-05
20020401,6.706521284572677e-05
20020402,6.057386687361302e-05
20020403,5.711725712450137e-05
20020404,5.425978099992696e-05
20020405,5.479668944422908e-05
20020408,0.0001248469508972
20020409,4.491075307043884e-05
20020410,5.394500873921473e-05
20020411,9.859395475700384e-05
20020412,7.001777227543898e-05
20020415,7.110742088984867e-05
20020416,0.0001324928856964
20020417,3.63695503887499e-05
20020418,0.0001767043763166
20020419,2.669278430490036e-05
20020422,3.486356247523844e-05
20020423,7.123547888242143e-05
20020424,6.42492851626222e-05
20020425,7.48687471932138e-05
20020426,8.197482718903396e-05
20020429,8.119108243496263e-05
20020430,8.819702947885813e-05
20020501,0.0001086674480154
20020502,8.94145084898688e-05
20020503,8.222966484477404e-05
20020506,7.981421750413141e-05
20020507,0.0001095869188123
20020508,0.0001888080398738
20020509,0.0001304652042968
20020510,9.474029580557614e-05
20020513,7.04266339469084e-05
20020514,0.000154336402139
20020515,0.0001329455229396
20020516,5.508833935771675e-05
20020517,6.044222627058764e-05
20020520,6.246716671746554e-05
20020521,6.989869631219741e-05
20020522,8.699873058701143e-05
20020523,6.467752722870369e-05
20020524,4.475437800605314e-05
20020528,5.981386064469792e-05
20020529,4.377876252483279e-05
20020530,0.0001190611191018
20020531,5.494199527075905e-05
20020603,0.0001338478227904
20020604,0.0001952563130326
20020605,7.627123013938406e-05
20020606,9.90374061289241e-05
20020607,0.000225650203428
20020610,0.0001075657222943
20020611,0.0001150896865164
20020612,0.0002311930696125
20020613,0.0001192063302864
20020614,0.0003705293000246
20020617,0.0001325903582679
20020618,9.683547887255068e-05
20020619,0.0001238879339007
20020620,0.00013182858313
20020621,0.0001445266531273
20020624,0.000255941813916
20020625,0.0002427927545777
20020626,0.0005654351221496
20020627,0.0003112738414413
20020628,0.0001253266326829
20020701,0.0001479171317156
20020702,0.0002606851965184
20020703,0.0002146106751414
20020705,0.0001434138737469
20020708,0.0001819567689924
20020709,0.000202350118057
20020710,0.0003336969257279
20020711,0.0006262982939236
20020712,0.0003768091754596
20020715,0.0005524989971678
20020716,0.0005336199673549
20020717,0.0007554592055723
20020718,0.0002685931425619
20020719,0.0004626961427565
20020722,0.0010640753248664
20020723,0.0008322707519659
20020724,0.0013303167514125
20020725,0.0011563826967346
20020726,0.0004201417703507
20020729,0.000435861135416
20020730,0.0004762229653989
20020731,0.0003095287774384
20020801,0.0003191766136646
20020802,0.0003189157516548
20020805,0.0002444322422663
20020806,0.0005587018775991
20020807,0.0005753978693946
20020808,0.0002883329730279
20020809,0.0003104782893722
20020812,0.0003387299675739
20020813,0.000293429667832
20020814,0.0003603001479337
20020815,0.0003949355540842
20020816,6.369318155529323e-05
20020819,0.0001152278298853
20020820,0.0001866527205025
20020821,0.0002971712364245
20020822,0.000161680017135
20020823,0.000156564464415
20020826,0.0001486960532659
20020827,0.0002528246534674
20020828,0.000175648035885
20020829,0.0003594765665161
20020830,0.0002118089724191
20020903,0.0003818871744304
20020904,0.0001454305285516
20020905,0.0003317257117061
20020906,0.0002727534128104
20020909,0.0001798886092473
20020910,7.398444329018662e-05
20020911,0.0001387316013503
20020912,0.0001423114772829
20020913,0.000234988125487
20020916,0.0001155669342475
20020917,0.0002246761848169
20020918,0.0002620989104416
20020919,0.0003003438950166
20020920,0.0001734264618702
20020923,0.0002730421696901
20020924,0.000465079355049
20020925,0.0003198447942601
20020926,0.0002585604973308
20020927,0.0002383480023649
20020930,0.0006476815251375
20021001,0.0003776585311332
20021002,0.0002442709417161
20021003,0.0004476187692408
20021004,0.0007617550246687
20021007,0.0003570243281057
20021008,0.0006706710744929
20021009,0.0006337250500612
20021010,0.0004890915242374
20021011,0.0004806593977167
20021014,0.0002532288612151
20021015,0.0004381266586199
20021016,0.0001994702422341
20021017,0.0006100463998689
20021018,0.000276661248842
20021021,0.0002129640498419
20021022,7.602475846565007e-05
20021023,0.0002573632448622
20021024,0.0002423684968664
20021025,0.0002096238389412
20021028,0.0001901155115906
20021029,0.000312780718063
20021030,0.0001855948494144
20021101,0.0002306825377797
20021104,0.0001424021436916
20021105,9.579555040484448e-05
20021106,0.0003459741604055
20021107,0.0001892801909155
20021108,0.0001731922181947
20021111,0.0001247383647716
20021112,0.0001489914450248
20021113,0.0002625772672561
20021114,0.0001570471079829
20021115,0.0001845238736547
20021118,0.0001394357989389
20021119,0.0001198737044711
20021120,5.0200754070093355e-05
20021121,0.0001396375765572
20021122,9.006412468333699e-05
20021125,9.005570205172206e-05
20021126,8.726683151117678e-05
20021127,0.0001057142830296
20021129,4.215301856666814e-05
20021202,0.0002790573423248
20021203,0.0001288074905128
20021204,0.0001989314903378
20021205,9.734396660712678e-05
20021206,0.0002272924426499
20021209,0.0001264668249746
20021210,8.945833674000919e-05
20021211,0.0001293995553265
20021212,0.0001224020359624
20021213,0.0001785742752333
20021216,7.022976163433052e-05
20021217,7.438591698596845e-05
20021218,0.0001109225064578
20021219,0.0001162721839799
20021220,0.0001215114264843
20021223,6.845812898247722e-05
20021224,1.8301870430662524e-05
20021226,8.709512961622218e-05
20021227,8.715071435957485e-05
20021230,8.274798133618283e-05
20021231,0.0001201333352411
20030102,0.0002232679932939
20030103,9.742966564805532e-05
20030106,6.7667731138872e-05
20030107,0.0001127051148153
20030108,0.0001265009620559
20030109,9.75159119191572e-05
20030110,0.0001601754191541
20030113,0.0001006914855663
20030114,6.219583572985798e-05
20030115,6.76290770156348e-05
20030116,9.43868699578663e-05
20030122,9.86176366636283e-05
20030123,0.0001129353425753
20030124,0.0001551551528869
20030127,0.0002435171484909
20030128,0.000123169768464
20030129,0.000225380466187
20030130,0.0001341520324314
20030131,0.0001595712261454
20030203,0.0001149726720664
20030204,0.0002008518400905
20030205,0.0001806832181728
20030206,0.0001925134393011
20030207,0.000166610544652
20030210,0.0001303972455114
20030211,8.956133465576899e-05
20030212,0.000110516146436
20030213,0.0001910909498916
20030214,0.0001888585391597
20030218,0.0001353837584909
20030219,8.239380677753167e-05
20030220,7.79002281540509e-05
20030221,0.0001521469191471
20030224,8.63985886984143e-05
20030225,0.0002096834852184
20030226,0.0001148281661206
20030227,0.0001852249662063
20030228,0.0001040617618648
20030303,0.0001307755953401
20030304,5.222321312676376e-05
20030305,0.0001259117808243
20030306,0.0001733634346966
20030307,0.000314152469686
20030310,8.066695178422976e-05
20030311,0.0001247539540264
20030312,0.0001803747927125
20030313,0.0002442603825802
20030314,0.0002509961195578
20030317,0.0003621597324089
20030318,0.0001818547050482
20030319,0.0001480080298636
20030320,0.0001886807848744
20030321,0.0001760450001986
20030324,0.0002709068891232
20030325,0.000143872411832
20030326,0.0001036417437344
20030327,0.0001337967471929
20030328,0.0001174602232161
20030331,0.0002492507689573
20030401,0.0001292178332829
20030402,0.0003129587488017
20030403,7.245419157896859e-05
20030404,0.0001547890357788
20030407,0.0003453932280438
20030408,0.0001197960513355
20030409,0.0001579977833616
20030410,5.5645795467579264e-05
20030411,0.0001740535635874
20030414,8.763690452839577e-05
20030415,6.712300120397766e-05
20030416,0.000132531782613
20030417,5.4958199802767645e-05
20030421,9.266152206911122e-05
20030422,9.883382804880758e-05
20030423,5.6548712953668814e-05
20030424,6.870059245469827e-05
20030425,7.167262170586129e-05
20030428,6.418790675909977e-05
20030429,0.0001208509986951
20030430,0.0001098712339464
20030501,0.000105377736563
20030502,0.0001014112426972
20030505,8.233974308025893e-05
20030506,8.419878207667276e-05
20030507,8.703017819461447e-05
20030508,0.0001193341341497
20030509,5.227538993993501e-05
20030512,5.220177482449837e-05
20030513,6.722342493343034e-05
20030514,7.276415000395523e-05
20030515,7.797986165137641e-05
20030516,5.7959078805823505e-05
20030519,7.448716250307963e-05
20030520,0.0001109679537626
20030521,0.0001020788449933
20030522,7.185924377269661e-05
20030523,3.4987806261947724e-05
20030527,7.938702137610518e-05
20030528,6.837788133847705e-05
20030529,9.254275472389512e-05
20030530,7.098005801161419e-05
20030602,0.000101401326658
20030603,8.0899529096686e-05
20030604,7.236590166168091e-05
20030605,7.861563160754374e-05
20030606,0.0001947889298253
20030609,5.926062115547543e-05
20030610,7.367242770303115e-05
20030611,6.099239667227972e-05
20030612,9.282239207894804e-05
20030613,8.725287836239001e-05
20030616,7.476465544332574e-05
20030617,6.229794808760117e-05
20030618,6.058798524239935e-05
20030619,7.935519472394143e-05
20030620,6.931440101602604e-05
20030623,5.6107631035636285e-05
20030624,5.788320027108618e-05
20030625,0.0001308488374881
20030626,7.3443058622557e-05
20030627,7.439546462665458e-05
20030630,0.0001027309942004
20030701,0.00011420378402
20030702,4.8325926517309525e-05
20030703,0.0001229670652588
20030707,0.0001295916472325
20030708,5.201336218322653e-05
20030709,7.69839843159754e-05
20030710,8.472975431797539e-05
20030711,6.417260179637254e-05
20030714,0.0001385503854466
20030715,0.0001250809962817
20030716,6.363949953715657e-05
20030717,0.0001025288470414
20030718,7.60092219242942e-05
20030721,7.03540347553271e-05
20030722,9.0416488402933e-05
20030723,4.6413279601972086e-05
20030724,0.0001089390110935
20030725,8.495509313081881e-05
20030728,8.699226974986044e-05
20030729,0.0001335739920205
20030730,5.27030543525513e-05
20030731,0.0001673684666174
20030801,8.137122266436178e-05
20030804,0.0001256702273405
20030805,0.0001437902025861
20030806,9.574887570548776e-05
20030807,6.791012143810383e-05
20030808,6.254978437587011e-05
20030811,5.282663025670223e-05
20030812,5.699747367107491e-05
20030813,3.899412982115713e-05
20030814,6.347335474659443e-05
20030815,1.4599372061529184e-05
20030818,3.2872773414967635e-05
20030819,4.341334373783651e-05
20030820,3.395680376665418e-05
20030821,7.271983888692113e-05
20030822,8.632029504229068e-05
20030825,3.4150409571444295e-05
20030826,7.487239854206161e-05
20030827,1.8775465065634487e-05
20030828,5.044300439695291e-05
20030829,5.2328204585298265e-05
20030902,7.793822347157466e-05
20030903,5.228409414590176e-05
20030904,2.8663621765210888e-05
20030905,5.245000472177562e-05
20030908,4.1364773431026254e-05
20030909,4.572862127235579e-05
20030910,4.745729653044142e-05
20030911,5.330221340059419e-05
20030912,4.8367155877269154e-05
20030915,2.8731044190717054e-05
20030916,3.165946489495607e-05
20030917,3.172831353061172e-05
20030918,3.106763360866787e-05
20030919,2.9260846128032207e-05
20030922,0.0001213580615981
20030923,4.640102176085358e-05
20030924,5.420125456455857e-05
20030925,7.210049390666999e-05
20030926,0.0001024487347082
20030929,5.600906905109558e-05
20030930,0.0001228610171301
20031001,6.991494186919307e-05
20031002,5.4577932246450896e-05
20031003,0.0001491924052962
20031006,2.0329614867006276e-05
20031007,5.965747521965789e-05
20031008,3.640721964214283e-05
20031009,9.515186813721374e-05
20031010,2.568841315789637e-05
20031013,3.914288284598523e-05
20031014,3.0180653989231184e-05
20031015,1.9183904381946816e-05
20031016,2.2479377365087325e-05
20031017,4.21652896281545e-05
20031020,3.706155993577973e-05
20031021,3.507052869712932e-05
20031022,0.0001058958035303
20031023,6.602223548865143e-05
20031024,6.719317170047112e-05
20031027,3.77072164056864e-05
20031028,4.659287818251669e-05
20031029,4.8068887604504695e-05
20031030,6.413475078888628e-05
20031031,3.84062418027917e-05
20031103,4.095401978056616e-05
20031104,3.477093978084746e-05
20031105,5.665533592798114e-05
20031106,3.675526457503364e-05
20031107,4.743932459109592e-05
20031110,2.4180610281087817e-05
20031111,1.917307399719124e-05
20031112,2.4363778862615177e-05
20031113,3.4126747378160084e-05
20031114,4.512374805790352e-05
20031117,6.625123328494651e-05
20031118,5.4951035308195315e-05
20031119,3.781154516711416e-05
20031120,7.615575238399471e-05
20031121,5.457850619997579e-05
20031124,5.9758240027705895e-05
20031125,2.8401241969711328e-05
20031126,3.193256148517625e-05
20031128,6.46803909284331e-06
20031201,4.537549354033174e-05
20031202,2.5353905423431257e-05
20031203,4.654935891581881e-05
20031204,3.3049787161511295e-05
20031205,4.4275830617389246e-05
20031208,2.6150272844721916e-05
20031209,4.937127533563427e-05
20031210,3.275175649755485e-05
20031211,3.1595599915460704e-05
20031212,2.826833556827425e-05
20031215,6.0000080947506966e-05
20031216,3.7890969862474306e-05
20031217,2.140499046458319e-05
20031218,1.769636949308056e-05
20031219,3.100813966890739e-05
20031222,1.9032176175723312e-05
20031223,1.5631441422443594e-05
20031224,7.997821289933024e-06
20031226,6.019110618767461e-06
